studiengang,hochschule,modul_id,modulname,satz_nr,satz,typ,taxonomie,qualitaet,konfidenz
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1237,Sensory Analysis,3,"Die Studierenden wissen über grundlegende statistische Auswertungsmethoden für sensorische Prüfungen Bescheid, können diese durchführen und interpretieren.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1237,Sensory Analysis,4,Die Studierenden kennen die zugrundeliegenden DIN- und ISO-Normen.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1237,Sensory Analysis,5,"Die Studierenden sind in der Lage, in einem sensorischen Panel mitzuarbeiten und – nach entsprechender Einarbeitung bzw. unter Anleitung – sensorische Untersuchungen selbst vorzubereiten, durchzuführen und auszuwerten.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1237,Sensory Analysis,6,"Die Studierenden sind in der Lage, Innovations- und Produktentwicklungsprozesse durch Ergebnisse humansensorischer Prüfungen zu begleiten und zu steuern.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1197,Lebensmitteltechnologie II,1,"Die Studierenden verstehen einschlägige Verfahren und Technologien, können diese anwenden sowie deren Einfluss auf die Qualität des Endproduktes nachvollziehen.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1197,Lebensmitteltechnologie II,2,Die Studierenden werden zu einer ganzheitlichen Betrachtungsweise komplexer Vorgänge befähigt.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1197,Lebensmitteltechnologie II,1,"Die Studierenden verstehen einschlägige Verfahren und Technologien, können diese anwenden sowie deren Einfluss auf die Qualität des Endproduktes nachvollziehen.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1197,Lebensmitteltechnologie II,2,Die Studierenden werden zu einer ganzheitlichen Betrachtungsweise komplexer Vorgänge befähigt.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1195,Lebensmittelhygiene,1,Die Studierenden:,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1195,Lebensmittelhygiene,2,können Desinfektions- und Sterilisationstechniken beurteilen und anwenden.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1195,Lebensmittelhygiene,3,können Hygienepläne und HACCP-Konzepte (Hazard Analysis and Critical Control Points) selbstständig erstellen und bewerten.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1195,Lebensmittelhygiene,4,"kennen molekulare und immunologische Nachweismethoden für mikrobielle Lebensmittelkontaminanten und assoziierte Stoffkontaminanten (LPS, Toxine).",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1195,Lebensmittelhygiene,5,"sind imstande, die Grundsätze der wissenschaftlichen Literaturarbeit anzuwenden.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1195,Lebensmittelhygiene,6,erreichen durch die Arbeit im Labor ein Verständnis für die mikrobiologische Lebensmittelanalytik sowie praktische Kompetenz für den späteren Berufsalltag.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1239,Food Hygiene,1,Die Studierenden:,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1239,Food Hygiene,2,können Desinfektions- und Sterilisationstechniken beurteilen und anwenden.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1239,Food Hygiene,3,können Hygienepläne und HACCP-Konzepte (Hazard Analysis and Critical Control Points) selbstständig erstellen und bewerten.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1239,Food Hygiene,4,"kennen molekulare und immunologische Nachweismethoden für mikrobielle Lebensmittelkontaminanten und assoziierte Stoffkontaminanten (LPS, Toxine).",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1239,Food Hygiene,5,"sind imstande, die Grundsätze der wissenschaftlichen Literaturarbeit anzuwenden.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1239,Food Hygiene,6,erreichen durch die Arbeit im Labor ein Verständnis für die mikrobiologische Lebensmittelanalytik sowie praktische Kompetenz für den späteren Berufsalltag.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1239,Food Hygiene,1,Die Studierenden experimentieren in Gruppen und analysieren ihre Fähigkeit zur unternehmerischen Selbständigkeit.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1239,Food Hygiene,2,"Sie kombinieren strategische, finanzielle und technische Aspekte zum Aufbau neuer Unternehmen in der Lebensmittelbranche.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1239,Food Hygiene,3,"Hierbei strukturieren sie Kooperationen in Forschung und Entwicklung, evaluieren Marktstrategien, entwickeln Business- sowie Finanzpläne und beziehen eventuelle Länderspezifika ein.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1239,Food Hygiene,4,"Ferner bewerten die Studierenden Geschäftskonzepte, vergleichen Entwicklungsstrategien und empfehlen Managementstrategien.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1239,Food Hygiene,5,In Gruppendiskussionen und -arbeiten praktizieren die Studierenden ihre Fähigkeit zu respektvollem Umgang miteinander.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1239,Food Hygiene,6,"Sie sind in der Lage, sich in eine Gruppe einzugliedern, eigene Meinungen einzubringen und zu vertreten.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1239,Food Hygiene,7,"Sie üben, ihr gemeinsames Handeln zu koordinieren und organisieren, und werden sich alternativer Beitragsmöglichkeiten zu tragfähigen Lösungen bewusst.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1052,Produktentwicklung,1,Die Studierenden sollen die theoretischen Grundlagen im Prozess der Produktentwicklung von Lebensmitteln sowie die wichtigsten Aspekte der Produktentwicklung kennen.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1052,Produktentwicklung,2,"Die Studierenden erlangen Kenntnisse zur Ideenfindung, Planung und Durchführung einer Produktentwicklung am Beispiel eines Lebensmittels.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1052,Produktentwicklung,3,"Die Studierenden sind in der Lage, diese Kenntnisse in Teamarbeit in die Praxis umzusetzen.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1052,Produktentwicklung,4,Die Studierenden können die entsprechenden Prozesse und Aufgaben in den Rahmen des Innovationsmanagements einordnen.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1259,Product Development,1,Die Studierenden sollen die theoretischen Grundlagen im Prozess der Produktentwicklung von Lebensmitteln sowie die wichtigsten Aspekte der Produktentwicklung kennen.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1259,Product Development,2,"Die Studierenden erlangen Kenntnisse zur Ideenfindung, Planung und Durchführung einer Produktentwicklung am Beispiel eines Lebensmittels.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1259,Product Development,3,"Die Studierenden sind in der Lage, diese Kenntnisse in Teamarbeit in die Praxis umzusetzen.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1259,Product Development,4,Die Studierenden können die entsprechenden Prozesse und Aufgaben in den Rahmen des Innovationsmanagements einordnen.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1023,Lebensmittelrecht,1,Die Studierenden kennen Struktur und Prinzipien des europäischen und nationalen Lebensmittelrechtes.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1023,Lebensmittelrecht,2,Die Studierenden können ihre Kenntnisse auf konkrete Fallbeispiele aus der beruflichen Praxis anwenden.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1023,Lebensmittelrecht,3,"Die Studierenden erreichen ein Verständnis für Dynamik und Veränderungsprinzipien der gesetzlichen Normen und sind dadurch in der Lage, zukünftige Änderungen der Gesetzgebung zu antizipieren und in den beruflichen Alltag zu integrieren.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1023,Lebensmittelrecht,4,Die Studierenden erreichen ein allgemeines Grundverständnis für juristische Fragestellungen.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1023,Lebensmittelrecht,5,Die Studierenden lernen durch die vielfältigen Themenstellungen im Lebensmittelrecht fachübergreifend zu argumentieren.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1249,Food Law,1,Die Studierenden kennen Struktur und Prinzipien des europäischen und nationalen Lebensmittelrechtes.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1249,Food Law,2,Die Studierenden können ihre Kenntnisse auf konkrete Fallbeispiele aus der beruflichen Praxis anwenden.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1249,Food Law,3,"Die Studierenden erreichen ein Verständnis für Dynamik und Veränderungsprinzipien der gesetzlichen Normen und sind dadurch in der Lage, zukünftige Änderungen der Gesetzgebung zu antizipieren und in den beruflichen Alltag zu integrieren.",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1249,Food Law,4,Die Studierenden erreichen ein allgemeines Grundverständnis für juristische Fragestellungen.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1249,Food Law,5,Die Studierenden lernen durch die vielfältigen Themenstellungen im Lebensmittelrecht fachübergreifend zu argumentieren.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1034,Qualitätsmanagement (LT),1,Die Studierenden kennen die Grundlagen des Qualitätsmanagements in Unternehmen allgemein und insbesondere in der Lebensmittelindustrie,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1034,Qualitätsmanagement (LT),2,Die Studierenden kennen die verschiedenen rechtlichen Normen sowie (über-)regionale Verantwortungsträger/institutionen im Kontext von Lebensmittelsicherheit und -qualität,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1034,Qualitätsmanagement (LT),3,Die Studierenden können verschiedene Vorgehensweisen und Instrumente zur Sicherung der Lebensmittelqualität in lebensmittelbezogenen Fallsituationen zielgerichtet anwenden,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1034,Qualitätsmanagement (LT),4,Die Studierenden können Einsatzmöglichkeiten und Reichweite von Eigenkontrollsystemen und Q-Zertifikaten beurteilen und umsetzen,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1034,Qualitätsmanagement (LT),5,Die Studierenden können Maßnahmen zur Sicherung der Lebensmittelintegrität (insb. zur Vermeidung von Food Fraud und Food Defense) ergreifen •,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1251,Quality Management (FT),1,Die Studierenden kennen die Grundlagen des Qualitätsmanagements in Unternehmen allgemein und insbesondere in der Lebensmittelindustrie,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1251,Quality Management (FT),2,Die Studierenden kennen die verschiedenen rechtlichen Normen sowie (über-)regionale Verantwortungsträger/institutionen im Kontext von Lebensmittelsicherheit und -qualität,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1251,Quality Management (FT),3,Die Studierenden können verschiedene Vorgehensweisen und Instrumente zur Sicherung der Lebensmittelqualität in lebensmittelbezogenen Fallsituationen zielgerichtet anwenden,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1251,Quality Management (FT),4,Die Studierenden können Einsatzmöglichkeiten und Reichweite von Eigenkontrollsystemen und Q-Zertifikaten beurteilen und umsetzen,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1251,Quality Management (FT),5,Die Studierenden können Maßnahmen zur Sicherung der Lebensmittelintegrität (insb. zur Vermeidung von Food Fraud und Food Defense) ergreifen •,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1306,Angewandte Biotechnologie,1,"Die Studierenden kennen die Grundlagen und verschiedenen Anwendungsgebiete der Biotechnologie, sowie die Besonderheiten und Probleme bei biotechnologischen Prozessen",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1306,Angewandte Biotechnologie,2,Die Studierenden erwerben grundlegende Kenntnisse über biotechnische Produktionsverfahren und Anwendungsgebiete technischer Enzyme.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1306,Angewandte Biotechnologie,3,"Die Studierenden kennen und verstehen die Prinzipien der Fermentation, deren Regelung und der Produktaufarbeitung bei biotechnologischen Prozessen sowie deren praktische Anwendung",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1307,Applied Biotechnology,1,"Die Studierenden kennen die Grundlagen und verschiedenen Anwendungsgebiete der Biotechnologie, sowie die Besonderheiten und Probleme bei biotechnologischen Prozessen",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1307,Applied Biotechnology,2,Die Studierenden erwerben grundlegende Kenntnisse über biotechnische Produktionsverfahren und Anwendungsgebiete technischer Enzyme.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1307,Applied Biotechnology,3,"Die Studierenden kennen und verstehen die Prinzipien der Fermentation, deren Regelung und der Produktaufarbeitung bei biotechnologischen Prozessen sowie deren praktische Anwendung",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1310,Angewandte Mikrobiologie und Betriebshygiene,1,Die Studierenden kennen wichtige mikrobielle Produktionsorganismen,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1310,Angewandte Mikrobiologie und Betriebshygiene,2,"Die Studierenden kennen Methoden zum „Bioprospecting“ für neue mikrobiologische Ressourcen (Organismen, Enzyme, bioaktive Moleküle)",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1310,Angewandte Mikrobiologie und Betriebshygiene,3,Die Studierenden können Desinfektions- und Sterilisationstechniken beurteilen und anwenden.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1310,Angewandte Mikrobiologie und Betriebshygiene,4,Die Studierenden können Hygienepläne und HACCP-Konzepte (Hazard Analysis and Critical Control Points) selbstständig erstellen und bewerten.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1310,Angewandte Mikrobiologie und Betriebshygiene,5,"Die Studierenden kennen mikrobielle, molekulare und immunologische Nachweismethoden für mikrobielle Kontaminanten und assoziierte Stoffkontaminanten (LPS, Toxine).",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1310,Angewandte Mikrobiologie und Betriebshygiene,6,Die Studierenden erreichen durch die Arbeit im Labor ein Verständnis für die mikrobiologische Analytik sowie praktische Kompetenz für den späteren Berufsalltag.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1311,Applied Microbiology and Industrial Hygiene,1,Die Studierenden kennen wichtige mikrobielle Produktionsorganismen,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1311,Applied Microbiology and Industrial Hygiene,2,"Die Studierenden kennen Methoden zum „Bioprospecting“ für neue mikrobiologische Ressourcen (Organismen, Enzyme, bioaktive Moleküle)",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1311,Applied Microbiology and Industrial Hygiene,3,Die Studierenden können Desinfektions- und Sterilisationstechniken beurteilen und anwenden.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1311,Applied Microbiology and Industrial Hygiene,4,Die Studierenden können Hygienepläne und HACCP-Konzepte (Hazard Analysis and Critical Control Points) selbstständig erstellen und bewerten.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1311,Applied Microbiology and Industrial Hygiene,5,"Die Studierenden kennen mikrobielle, molekulare und immunologische Nachweismethoden für mikrobielle Kontaminanten und assoziierte Stoffkontaminanten (LPS, Toxine).",,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1311,Applied Microbiology and Industrial Hygiene,6,Die Studierenden erreichen durch die Arbeit im Labor ein Verständnis für die mikrobiologische Analytik sowie praktische Kompetenz für den späteren Berufsalltag.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1308,Zellbiologie/Zellkulturtechnik,1,Die Studierenden können zellbiologische und physiologische Prozesse verstehen und anwenden.,,,,
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),Hochschule Fulda,LT1308,Zellbiologie/Zellkulturtechnik,2,Die Studierenden haben grundlegende Kenntnisse der Zellkulturtechnik erworben,,,,
