studiengang,modul_id,modulname,satz_nr,satz,typ,taxonomie,konfidenz,split
Wirtschaftsingenieurwesen (B.Sc.),ET1604,Fallstudie & Präsentation 1,1,eigenständig in Gruppen von zwei bis drei Teilnehmer*innen ein vorgegebenes Projekt mit einem technischen bzw. ingenieurtechnischen Schwerpunkt durchzuführen,K,3,0.85,test
Wirtschaftsingenieurwesen (B.Sc.),ET1604,Fallstudie & Präsentation 1,2,die bisher im Studium erworbenen mathematischen bzw. technischen Kompetenzen anzuwenden und zu vertiefen,K,3,0.85,train
Wirtschaftsingenieurwesen (B.Sc.),ET1604,Fallstudie & Präsentation 1,3,"ein Projekt zu planen, zu organisieren und zu präsentieren",K,6,0.80,test
Wirtschaftsingenieurwesen (B.Sc.),ET1604,Fallstudie & Präsentation 1,4,ein Lasten- und Pflichtenheft zu erstellen,K,6,0.75,test
Wirtschaftsingenieurwesen (B.Sc.),ET1604,Fallstudie & Präsentation 1,5,effektiv zu kommunizieren und kooperativ in Teams zu arbeiten,K,3,0.80,test
Wirtschaftsingenieurwesen (B.Sc.),ET1604,Fallstudie & Präsentation 1,6,Verantwortung für ihre Aufgaben zu übernehmen und sich selbstständig zu motivieren,K,3,0.70,test
Wirtschaftsingenieurwesen (B.Sc.),ET1115,Technologien der digitalen Fabrik,1,die wesentlichen Bausteine der digitalen Fabrik zu benennen,K,1,0.90,train
Wirtschaftsingenieurwesen (B.Sc.),ET1115,Technologien der digitalen Fabrik,2,"Technologien, die zur Digitalisierung von Produktionsabläufen, Produktionsplanungen und den Betrieb geeignet sind, auszuwählen und zu beurteilen",K,5,0.85,test
Wirtschaftsingenieurwesen (B.Sc.),ET1115,Technologien der digitalen Fabrik,3,die Dynamik der Technologieentwicklung vor dem Hintergrund produktionstechnischer Anforderungen zu analysieren und deren Einsatz dafür zu spezifizieren,K,4,0.80,train
Wirtschaftsingenieurwesen (B.Sc.),ET1115,Technologien der digitalen Fabrik,4,mit modernen Softwarewerkzeugen kleine digitale Fabriken zu projektieren und zu betreiben,K,6,0.80,train
Wirtschaftsingenieurwesen (B.Sc.),ET1115,Technologien der digitalen Fabrik,1,grundlegende Probleme einer Ökonomie vorzustellen und das methodische Rüstzeug der Analyse anzuwenden,K,3,0.75,train
Wirtschaftsingenieurwesen (B.Sc.),ET1115,Technologien der digitalen Fabrik,2,das Wettbewerbsprinzip und seine Bedeutung für die Funktionsweise von Märkten zu beschreiben,K,2,0.95,train
Wirtschaftsingenieurwesen (B.Sc.),ET1115,Technologien der digitalen Fabrik,3,die fundamentalen Theorien gesamtwirtschaftlichen Geschehens zu beschreiben,K,2,0.95,train
Wirtschaftsingenieurwesen (B.Sc.),ET1115,Technologien der digitalen Fabrik,4,aktuelle wirtschaftspolitische Probleme und ihre Bedeutung für betriebliche Entscheidungen einzuordnen,K,4,0.85,train
Wirtschaftsingenieurwesen (B.Sc.),ET1605,Fallstudie & Präsentation 2,1,eigenständig in Gruppen von zwei bis drei Teilnehmer*innen ein vorgegebenes Projekt mit einem technischen bzw. ingenieurtechnischen Schwerpunkt durchzuführen,K,3,0.90,train
Wirtschaftsingenieurwesen (B.Sc.),ET1605,Fallstudie & Präsentation 2,2,die bisher im Studium erworbenen mathematischen bzw. technischen Kompetenzen anzuwenden und zu vertiefen,K,3,0.90,test
Wirtschaftsingenieurwesen (B.Sc.),ET1605,Fallstudie & Präsentation 2,3,"ein Projekt zu planen, zu organisieren und zu präsentieren",K,6,0.80,train
Wirtschaftsingenieurwesen (B.Sc.),ET1605,Fallstudie & Präsentation 2,4,ein Lasten- und Pflichtenheft zu erstellen,K,6,0.75,train
Wirtschaftsingenieurwesen (B.Sc.),ET1605,Fallstudie & Präsentation 2,5,effektiv zu kommunizieren und kooperativ in Teams zu arbeiten,K,3,0.80,train
Wirtschaftsingenieurwesen (B.Sc.),ET1605,Fallstudie & Präsentation 2,6,Verantwortung für ihre Aufgaben zu übernehmen und sich selbstständig zu motivieren,K,3,0.70,train
Wirtschaftsingenieurwesen (B.Sc.),ET1605,Fallstudie & Präsentation 2,1,die Bedeutung und den Beitrag des Personalmanagements zum unternehmerischen Erfolg darzustellen und zu erklären,K,2,0.90,train
Wirtschaftsingenieurwesen (B.Sc.),ET1605,Fallstudie & Präsentation 2,2,die jeweiligen Funktionen des Personalmanagements in ihren Grundzügen zu beschreiben und zu erläutern,K,2,0.95,train
Wirtschaftsingenieurwesen (B.Sc.),ET1605,Fallstudie & Präsentation 2,3,zentrale Instrumente des Personalmanagements im betriebswirtschaftlichen Umfeld anzuwenden,K,3,0.95,test
Wirtschaftsingenieurwesen (B.Sc.),ET1605,Fallstudie & Präsentation 2,4,ausgewählte personalwirtschaftliche Fragestellungen zu analysieren und kritisch zu erörtern,K,5,0.85,train
Wirtschaftsingenieurwesen (B.Sc.),ET1144,Praktikum: Wirtschaftsingenieurwesen,1,"Die Teilnehmenden sind in der Lage einfache Fertigungsprozesse sowie die dazugehörende Logistik mit Hilfe einer geeigneten Software (z.B. Plant Simulation) zu planen, modellieren und in ihrem Ablauf zu simulieren.",K,6,0.80,train
Wirtschaftsingenieurwesen (B.Sc.),ET1144,Praktikum: Wirtschaftsingenieurwesen,2,"Auf der Grundlage des Lean Managements werden Prozesse erfasst, Schwachstellen ermittelt und Optimierungen erarbeitet.",I,,0.80,train
Wirtschaftsingenieurwesen (B.Sc.),ET1508,Berufspraktikum,1,sich im Berufsfeld oder verwandten Gebieten des Wirtschaftsingenieurwesens zu orientieren,K,3,0.70,train
Wirtschaftsingenieurwesen (B.Sc.),ET1508,Berufspraktikum,2,Studieninhalte in die betriebliche Praxis zu übertragen und dort anzuwenden,K,3,0.90,test
Wirtschaftsingenieurwesen (B.Sc.),ET1508,Berufspraktikum,3,"die eigene, individuelle Qualifikation zu analysieren und zu bewerten",K,5,0.90,train
Wirtschaftsingenieurwesen (B.Sc.),ET1508,Berufspraktikum,4,"Perspektiven für das weitere Studium, die Abschlussarbeit (Bachelor-Thesis) und den weiteren Berufsweg abzuschätzen",K,5,0.80,train
Wirtschaftsingenieurwesen (B.Sc.),ET1508,Berufspraktikum,5,praktische Kenntnisse zu vertiefen und berufstypische Arbeitsweisen anzuwenden,K,3,0.85,train
Wirtschaftsingenieurwesen (B.Sc.),ET1508,Berufspraktikum,6,"technische, soziale und organisatorische Zusammenhänge der Arbeitswelt wiederzugeben und auf routinemäßige Arbeitsvorgänge anzuwenden",K,3,0.80,train
Wirtschaftsingenieurwesen (B.Sc.),ET1508,Berufspraktikum,7,Vorschläge für die Bearbeitung berufsrelevanter Arbeitsschritte zu erarbeiten und durchzuführen,K,6,0.70,train
Wirtschaftsingenieurwesen (B.Sc.),ET1508,Berufspraktikum,8,über die gemachten Praxiserfahrungen zu berichten und diese zu reflektieren,K,5,0.85,test
Wirtschaftsingenieurwesen (B.Sc.),ET1143,Abschlussmodul,1,"Die Teilnehmenden sollen durch die erworbenen Fähigkeiten und Methoden im Studium zeigen, dass sie innerhalb einer vorgegebenen Frist",S,,0.90,train
Wirtschaftsingenieurwesen (B.Sc.),ET1143,Abschlussmodul,2,unter Anleitung einer oder mehrerer Betreuungspersonen qualifizierte Problemstellungen aus dem Bereich Wirtschaftsingenieurwesen oder verwandten Gebieten selbständig bearbeiten können,K,3,0.80,train
Wirtschaftsingenieurwesen (B.Sc.),ET1143,Abschlussmodul,3,Lösungswege und Ergebnisse sowohl schriftlich als auch mündlich darstellen und vertreten können,K,2,0.70,train
Wirtschaftsingenieurwesen (B.Sc.),ET1020,Digital- und Mikroprozessortechnik,1,einen Überblick über die verschiedenen Realisierungsmöglichkeiten einer Schaltung zu geben,K,2,0.80,train
Wirtschaftsingenieurwesen (B.Sc.),ET1020,Digital- und Mikroprozessortechnik,2,Moore- und Mealy-Automaten zu entwerfen,K,6,0.90,train
Wirtschaftsingenieurwesen (B.Sc.),ET1020,Digital- und Mikroprozessortechnik,3,den grundsätzlichen Aufbau eines Mikroprozessor-Systems zu erläutern und einfache Mikroprozessorsysteme zu konzipieren,K,6,0.80,train
Wirtschaftsingenieurwesen (B.Sc.),ET1020,Digital- und Mikroprozessortechnik,4,Assembler-Programme für Mikroprozessoren zu schreiben,K,6,0.80,test
Wirtschaftsingenieurwesen (B.Sc.),ET1631,Einführung in Frameworks autonomer mobiler Robotik,1,einfache ROS-Anwendungen basierend auf den zur Verfügung stehenden ROS-Komponenten zu entwickeln.,K,6,0.80,train
Wirtschaftsingenieurwesen (B.Sc.),ET1631,Einführung in Frameworks autonomer mobiler Robotik,2,Daten von Entfernungs- und Bildsensoren auszulesen,K,3,0.80,train
Wirtschaftsingenieurwesen (B.Sc.),ET1631,Einführung in Frameworks autonomer mobiler Robotik,3,Austauschformate anhand von Datenblättern in ROS-Nachrichten zu implementieren,K,3,0.80,test
Wirtschaftsingenieurwesen (B.Sc.),ET1631,Einführung in Frameworks autonomer mobiler Robotik,4,einfache Algorithmen zur Steuerung autonomer mobiler Roboter in ROS zu implementieren,K,3,0.80,train
Wirtschaftsingenieurwesen (B.Sc.),ET1631,Einführung in Frameworks autonomer mobiler Robotik,5,die Implementierungen in realistischen Szenarien zu testen,K,3,0.80,train
Wirtschaftsingenieurwesen (B.Sc.),ET1631,Einführung in Frameworks autonomer mobiler Robotik,6,die Performance der Algorithmen anhand aussagekräftiger Experimente und Metriken zu bewerten,K,5,0.90,train
Wirtschaftsingenieurwesen (B.Sc.),ET1041,Feldbusse,1,"Die Teilnehmenden sind in der Lage, technische Grundlagen, den Einsatz, die Struktur, den Aufbau und die Funktion moderner industrieller Kommunikationstechnologie wieder zu geben.",K,1,0.90,train
Wirtschaftsingenieurwesen (B.Sc.),ET1041,Feldbusse,2,"Sie kennen Komponenten und Geräte, mit denen mobile und stationäre Systeme vernetzt werden können sowie eine Auswahl an Kommunikationsprotokollen und deren applikationsspezifische Anwendung.",K,1,0.80,test
Wirtschaftsingenieurwesen (B.Sc.),ET1041,Feldbusse,3,"Sie haben die Fähigkeit, Kommunikationsnetzwerke auf Basis von Feldbussen und Feldbusprotokollen zu beurteilen, zu entwerfen, aufzubauen, zu programmieren, zu testen, zu diagnostizieren und einzusetzen.",K,6,0.70,train
Wirtschaftsingenieurwesen (B.Sc.),ET1041,Feldbusse,4,Das Modul integriert Fachkompetenzen der Digitaltechnik und der Informatik.,I,,0.90,train
Wirtschaftsingenieurwesen (B.Sc.),ET1041,Feldbusse,5,"Die Modulsprache ist teilweise Deutsch und Englisch, da Spezifikationen von Feldbussystemen häufig in Englischer Sprache verfasst werden.",S,,0.90,train
Wirtschaftsingenieurwesen (B.Sc.),ET1040,Numerische Feldberechnung mit der Finite-Elemente-Methode,1,Einsatzbereiche und theoretische Grundlagen von Finite-Elemente-Analysen (FEA) widerzugeben,K,1,0.90,train
Wirtschaftsingenieurwesen (B.Sc.),ET1040,Numerische Feldberechnung mit der Finite-Elemente-Methode,2,FE-Modelle zu erstellen,K,6,0.70,train
Wirtschaftsingenieurwesen (B.Sc.),ET1040,Numerische Feldberechnung mit der Finite-Elemente-Methode,3,numerische Simulationen mittels FEA durchzuführen und die erhaltenen Resultate kritisch zu beurteilen,K,5,0.80,train
Wirtschaftsingenieurwesen (B.Sc.),ET1040,Numerische Feldberechnung mit der Finite-Elemente-Methode,1,Produktions- und Logistiksysteme zu planen und zu optimieren,K,6,0.70,train
Wirtschaftsingenieurwesen (B.Sc.),ET1040,Numerische Feldberechnung mit der Finite-Elemente-Methode,2,Ziele des Operations Management zu definieren und zu unterscheiden,K,4,0.80,train
Wirtschaftsingenieurwesen (B.Sc.),ET1040,Numerische Feldberechnung mit der Finite-Elemente-Methode,3,grundlegende Methoden des Operations Management anzuwenden,K,3,0.90,train
Wirtschaftsingenieurwesen (B.Sc.),ET1643,Operations Research,1,Die Teilnehmenden…,S,,0.90,train
Wirtschaftsingenieurwesen (B.Sc.),ET1643,Operations Research,2,"erkennen geeignete Problemstellungen aus den Anwendungsbereichen wie z.B. der Planung von Produktions- und Warenflussprozessen, Logistik, Finanzmanagement oder der Telekommunikation wieder",K,1,0.80,test
Wirtschaftsingenieurwesen (B.Sc.),ET1643,Operations Research,3,wenden quantitative Verfahren aus Informatik und Mathematik zur Planungs- und Unterscheidungsunterstützung an,K,3,0.90,test
Wirtschaftsingenieurwesen (B.Sc.),ET1643,Operations Research,4,modellieren lineare bzw. ganzahlige Optimierungsprobleme mit Nebenbedingungen,K,6,0.70,train
Wirtschaftsingenieurwesen (B.Sc.),ET1643,Operations Research,5,können die Eignung von analytischen und heuristischen Verfahren beurteilen,K,5,0.95,train
Wirtschaftsingenieurwesen (B.Sc.),ET1643,Operations Research,6,lösen die gestellten Probleme mit analytischen und heuristischen Verfahren,K,3,0.95,train
Wirtschaftsingenieurwesen (B.Sc.),ET1643,Operations Research,7,wenden die Lösungsverfahren händisch als auch rechnergestützt an,K,3,0.95,train
Wirtschaftsingenieurwesen (B.Sc.),ET1643,Operations Research,8,beurteilen die Grenzen und Aussagekraft der aufgestellten Modelle,K,5,0.95,train
Wirtschaftsingenieurwesen (B.Sc.),ET1643,Operations Research,1,"die wesentlichen Konzepte, Methoden und Ziele der Unternehmensführung zu erklären",K,2,0.90,train
Wirtschaftsingenieurwesen (B.Sc.),ET1643,Operations Research,2,Management aus institutioneller und funktionaler Perspektive zu interpretieren,K,2,0.85,train
Wirtschaftsingenieurwesen (B.Sc.),ET1643,Operations Research,3,im Rahmen des modernen Management-Prozesses das Unternehmen als flexibles System im Spannungsfeld zwischen Umwelterfordernissen und Unternehmensaktionen bzw. -strategien des allgemeinen und strategischen Managements zu diskutieren,K,2,0.85,train
Wirtschaftsingenieurwesen (B.Sc.),ET1643,Operations Research,4,"Ansätze zu einer nachhaltig tragfähigen Unternehmensphilosophie, -ethik und -politik im internationalen Kontext zu debattieren",K,2,0.80,test
Wirtschaftsingenieurwesen (B.Sc.),ET1643,Operations Research,5,die Konzeption der strategischen und operativen Unternehmensplanung und Kontrolle zu beurteilen,K,5,0.90,train
Wirtschaftsingenieurwesen (B.Sc.),ET1643,Operations Research,6,"die zentralen Probleme und Instrumente der Organisation, Führung, Personalbeurteilung und Personalentwicklung zu illustrieren",K,2,0.80,test
Wirtschaftsingenieurwesen (B.Sc.),ET1643,Operations Research,7,"dabei ihre Fähigkeit zu analytischem, logischem Denken zu demonstrieren",K,3,0.60,test
Wirtschaftsingenieurwesen (B.Sc.),ET1037,Vektoranalysis und zusätzliche Kapitel der mehrdimensionalen,1,Kurven- und Oberflächenintegrale zu berechnen,K,3,0.95,train
Wirtschaftsingenieurwesen (B.Sc.),ET1037,Vektoranalysis und zusätzliche Kapitel der mehrdimensionalen,2,den Zusammenhang zwischen konkreten Kurven- und Oberflächenintegralen und dem Formalismus der Differentialformen zu verstehen,K,2,0.90,train
Wirtschaftsingenieurwesen (B.Sc.),ET1037,Vektoranalysis und zusätzliche Kapitel der mehrdimensionalen,3,"den Zusammenhang zwischen den Begriffen Gradient, Divergenz, Rotation und dem Formalismus der Differentialformen zu verstehen",K,2,0.90,test
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),LT1186,Mathematik I,1,Die Studierenden werden in das mathematische Denken eingeführt.,S,,0.75,train
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),LT1186,Mathematik I,2,"Die Studierenden kennen die mathematischen Grundlagen, die für das weitere Studium notwendig sind.",K,1,0.90,train
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),LT1186,Mathematik I,1,Die Studierenden werden in das mathematische Denken eingeführt.,S,,0.75,train
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),LT1186,Mathematik I,2,"Die Studierenden kennen die mathematischen Grundlagen, die für das weitere Studium notwendig sind.",K,1,0.90,train
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),LT1187,Allgemeine Chemie,1,Die Studierenden erreichen ein Grundwissen der allgemeinen und anorganischen Chemie.,K,1,0.75,train
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),LT1187,Allgemeine Chemie,2,Die Studierenden können grundlegende chemische Reaktionen formulieren bzw. nachvollziehen.,K,3,0.80,train
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),LT1187,Allgemeine Chemie,3,Die Studierenden sind aufgrund der Kenntnisse des stöchiometrischen Rechnens für die praktische Laborarbeit gut vorbereitet.,S,,0.65,train
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),LT1187,Allgemeine Chemie,4,Die Studierenden beherrschen durch die Beschäftigung mit der Chemie strukturiertes Arbeiten und logisches Denken.,K,3,0.60,train
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),LT1225,General Chemistry,1,Die Studierenden erreichen ein Grundwissen der allgemeinen und anorganischen Chemie.,K,1,0.75,train
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),LT1225,General Chemistry,2,Die Studierenden können grundlegende chemische Reaktionen formulieren bzw. nachvollziehen.,K,3,0.80,train
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),LT1225,General Chemistry,3,Die Studierenden sind aufgrund der Kenntnisse des stöchiometrischen Rechnens für die praktische Laborarbeit gut vorbereitet.,K,3,0.50,train
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),LT1225,General Chemistry,4,Die Studierenden beherrschen durch die Beschäftigung mit der Chemie strukturiertes Arbeiten und logisches Denken.,K,3,0.50,train
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),LT1225,General Chemistry,1,Die Studierenden kennen die grundlegenden Begriffe und Konzepte der klassischen Mechanik.,K,1,0.90,train
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),LT1225,General Chemistry,2,Die Studierenden kennen die grundlegenden Begriffe und Konzepte der geometrischen Optik.,K,1,0.90,train
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),LT1225,General Chemistry,3,"Die Studierenden sind in der Lage, Aufgaben aus diesen Bereichen selbstständig zu lösen.",K,3,0.90,train
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),LT1189,Grundlagen Ingenieurwesen,1,Die Studierenden erlangen ein Verständnis für die Bio- und Lebensmitteltechnologie als interdisziplinäre Fächer an der Schnittstelle von Natur- und Ingenieurwissenschaften.,K,2,0.90,test
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),LT1189,Grundlagen Ingenieurwesen,2,Die Studierenden erkennen die ingenieurwissenschaftlichen Zusammenhänge bei der Produktion von biotechnologischen Produkten und Lebensmitteln.,K,4,0.80,train
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),LT1189,Grundlagen Ingenieurwesen,3,"Die Studierenden sind in der Lage, technische Problemstellungen in der industriellen Herstellung von biotechnologischen Produkten und von Lebensmitteln zu erfassen, zu skizzieren und zu lösen.",K,3,0.80,train
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),LT1189,Grundlagen Ingenieurwesen,4,Die Studierenden können grundlegende Berechnungen durchführen und diese an Beispielen praktisch anwenden.,K,3,0.90,train
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),LT1189,Grundlagen Ingenieurwesen,5,"Die Studierenden sind in der Lage, technische Zeichnungen zu lesen.",K,3,0.80,test
Wirtschaftsingenieurwesen Life Sciences (B.Sc.),LT1227,Basic Principles of Engineering,1,Die Studierenden erlangen ein Verständnis für die Bio- und Lebensmitteltechnologie als interdisziplinäre Fächer an der Schnittstelle von Natur- und Ingenieurwissenschaften.,K,2,0.90,train
